cod_IBGE;cidade;UF;latitude;longitude;venda_predita;vendas;pib_percapita;predominancia_pop_rural;populacao;IDHM
311535;CATAS ALTAS;MG;-20,0734;-43,4061;1629,0;5,0;234968,44000000012;0,0;5464,999999999996;0,6839999999999999
311540;CATAS ALTAS DA NORUEGA;MG;-20,6901;-43,4939;35579,0;105,99999999999996;11917,880000000008;1,0;3664,999999999999;0,6000000000000001
311545;CATUJI;MG;-17,3018;-41,5276;49088,0;132,99999999999997;12865,509999999998;1,0;6205,9999999999945;0,54
311547;CATUTI;MG;-15,3616;-42,9627;35899,0;82,99999999999999;11846,650000000005;0,0;4944,000000000003;0,621
311550;CAXAMBU;MG;-21,9753;-44,9319;1138,0;5,0;19098,959999999992;0,0;21566,0;0,7430000000000001
311560;CEDRO DO ABAETÉ;MG;-19,1458;-45,712;1592,0;5,0;22272,820000000014;0,0;1150,0000000000002;0,6779999999999999
311570;CENTRAL DE MINAS;MG;-18,7612;-41,3143;108704,0;629,9999999999998;13482,099999999993;0,0;7058,9999999999945;0,665
311580;CENTRALINA;MG;-18,5852;-49,2014;3394,0;11,0;34378,85999999999;0,0;10343,000000000002;0,6779999999999999
311590;CHÁCARA;MG;-21,6733;-43,215;14449,0;47,99999999999999;15972,2;0,0;3216,0;0,6639999999999999
311600;CHALÉ;MG;-20,0453;-41,6897;8497,0;28,000000000000004;17135,70999999999;1,0;5695,000000000002;0,655
311610;CHAPADA DO NORTE;MG;-17,0881;-42,5392;54829,0;168,0;7920,8600000000015;1,0;15333,999999999996;0,5979999999999999
311615;CHAPADA GAÚCHA;MG;-15,3014;-45,6116;3625,0;11,0;24584,460000000017;0,0;14216,999999999996;0,635
311620;CHIADOR;MG;-21,9996;-43,0617;9269,0;28,000000000000004;16565,160000000003;0,0;2657,0000000000014;0,7110000000000001
311630;CIPOTÂNEA;MG;-20,9026;-43,3629;41810,0;118,99999999999997;10626,449999999993;1,0;6810,999999999995;0,579
311640;CLARAVAL;MG;-20,397;-47,2768;1701,0;5,999999999999999;36920,96;0,0;4873,000000000004;0,698
311650;CLARO DOS POÇÕES;MG;-17,082;-44,2061;21689,0;67,00000000000001;11757,149999999998;0,0;7477,999999999994;0,6700000000000002
311660;CLÁUDIO;MG;-20,4437;-44,7673;10993,0;26,0;32665,890000000018;0,0;29093,00000000001;0,7089999999999999
311670;COIMBRA;MG;-20,8535;-42,8008;737,0;2,0000000000000004;18686,629999999994;0,0;7630,999999999998;0,669
